Symbol,Name,Sector,Industry
ICHR,Ichor Holdings Ordinary Shares,Technology,Semiconductors
WDFC,WD-40 Company Common Stock,Industrials,Major Chemicals
CURB,Curbline Properties Corp. Common Stock,Finance,Real Estate
SIG,Signet Jewelers Limited Common Shares,Consumer Discretionary,Consumer Specialties
BLSH,Bullish Ordinary Shares,Finance,Finance: Consumer Services
PRK,Park National Corporation Common Stock,Finance,Major Banks
ORLA,Orla Mining Ltd. Common Shares,Basic Materials,Precious Metals
TDW,Tidewater Inc. Common Stock,Consumer Discretionary,Marine Transportation
COLM,Columbia Sportswear Company Common Stock,Consumer Discretionary,Apparel
BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
RUN,Sunrun Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
ADPT,Adaptive Biotechnologies Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BOH,Bank of Hawaii Corporation Common Stock,Finance,Major Banks
BANC,Banc of California Inc. Common Stock,Finance,Major Banks
GBDC,Golub Capital BDC Inc. Common Stock,Finance,Finance: Consumer Services
EROC,ERock Inc. Class A Common Stock,Energy,Industrial Machinery/Components
GPK,Graphic Packaging Holding Company,Consumer Discretionary,Containers/Packaging
SKE,Skeena Resources Limited Common Shares,Basic Materials,Precious Metals
HIW,Highwoods Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
RWTN,Redwood Trust Inc. 9.125% Senior Notes Due 2029,Real Estate,Real Estate Investment Trusts
CTRI,Centuri Holdings Inc. Common Stock,Utilities,Oil & Gas Production
CSQ,Calamos Strategic Total Return Common Stock,Finance,Finance Companies
CC,Chemours Company (The) Common Stock,Industrials,Major Chemicals
HG,Hamilton Insurance Group Ltd. Class B Common Shares,Finance,Property-Casualty Insurers
LXP,LXP Industrial Trust Common Stock (Maryland REIT),Real Estate,Real Estate Investment Trusts
AADX,Applied Aerospace & Defense Inc. Common Stock,Industrials,Military/Government/Technical
NATL,NCR Atleos Corporation Common Stock,Miscellaneous,Office Equipment/Supplies/Services
ALMS,Alumis Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IDYA,IDEAYA Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
COHU,Cohu Inc. Common Stock,Industrials,Electrical Products
AEHR,Aehr Test Systems Common Stock,Industrials,Electrical Products
YSS,York Space Systems Inc. Common Stock,Industrials,Military/Government/Technical
AWR,American States Water Company Common Stock,Utilities,Water Supply
ITGR,Integer Holdings Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CGAU,Centerra Gold Inc. Common Shares,Basic Materials,Precious Metals
SBCF,Seacoast Banking Corporation of Florida Common Stock,Finance,Major Banks
UPST,Upstart Holdings Inc. Common stock,Finance,Finance: Consumer Services
SEDG,SolarEdge Technologies Inc. Common Stock,Technology,Semiconductors
CLBT,Cellebrite DI Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
PPLI,People Incorporated Common Stock,Technology,Computer Software: Programming Data Processing
NHC,National HealthCare Corporation Common Stock,Health Care,Hospital/Nursing Management
PHIN,PHINIA Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining
RWTO,Redwood Trust Inc. 9.00% Senior Notes Due 2029,Real Estate,Real Estate Investment Trusts
CRVL,CorVel Corp. Common Stock,Finance,Specialty Insurers
PBLS,Parabilis Medicines Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
PLMR,Palomar Holdings Inc. Common stock,Finance,Property-Casualty Insurers
FGN,F&G Annuities & Life Inc. 7.950% Senior Notes due 2053,Finance,Life Insurance
MNDY,monday.com Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
FIZZ,National Beverage Corp. Common Stock,Consumer Staples,Beverages (Production/Distribution)
ZIM,ZIM Integrated Shipping Services Ltd. Ordinary Shares,Consumer Discretionary,Marine Transportation
AD,Array Digital Infrastructure Inc. Common Shares,Telecommunications,Telecommunications Equipment
QURE,uniQure N.V. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
ARIS,Aris Mining Corporation Common Shares,Others,Others
PRVA,Privia Health Group Inc. Common Stock,Health Care,Medical/Nursing Services
MZTI,The Marzetti Company Common Stock,Consumer Staples,Packaged Foods
DAN,Dana Incorporated Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
RHI,Robert Half Inc. Common Stock,Consumer Discretionary,Professional Services
PFS,Provident Financial Services Inc Common Stock,Finance,Savings Institutions
USLM,United States Lime & Minerals Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,Telecommunications,Cable & Other Pay Television Services
HLIO,Helios Technologies Inc. Common Stock,Industrials,Metal Fabrications
ETOR,eToro Group Ltd. Class A Common Shares,Finance,Investment Bankers/Brokers/Service
PATK,Patrick Industries Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
CWK,Cushman & Wakefield Ltd. Common Shares,Finance,Real Estate
UNFI,United Natural Foods Inc. Common Stock,Consumer Discretionary,Food Distributors
SHOO,Steven Madden Ltd. Common Stock,Consumer Discretionary,Shoe Manufacturing
MGRC,McGrath RentCorp Common Stock,Consumer Discretionary,Diversified Commercial Services
TENB,Tenable Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AEO,American Eagle Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RH,RH Common Stock,Consumer Discretionary,Other Specialty Stores
HTFL,Heartflow Inc. Common Stock,Health Care,Medical/Dental Instruments
EFXT,Enerflex Ltd Common Shares,Industrials,Industrial Machinery/Components
NMIH,NMI Holdings Inc. Common Stock,Finance,Property-Casualty Insurers
PONY,Pony AI Inc. American Depositary Shares,Technology,EDP Services
ASO,Academy Sports and Outdoors Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
VGNT,Versigent PLC Ordinary Shares,Others,Others
ELVN,Enliven Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
PLBL,Polibeli Group Ltd Class A Ordinary Shares,Consumer Discretionary,Consumer Electronics/Appliances
CLMT,Calumet Inc. Common Stock,Energy,Integrated oil Companies
ROG,Rogers Corporation Common Stock,Industrials,Major Chemicals
VC,Visteon Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
KALU,Kaiser Aluminum Corporation Common Stock,Industrials,Metal Fabrications
VTMX,Corporacion Inmobiliaria Vesta S.A.B de C.V. American Depositary Shares each representing ten (10) Common Shares,Finance,Real Estate
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,Energy,Oil & Gas Production
ASH,Ashland Inc. Common Stock,Consumer Discretionary,Specialty Chemicals
CPK,Chesapeake Utilities Corporation Common Stock,Utilities,Oil & Gas Production
UE,Urban Edge Properties Common Shares of Beneficial Interest,Finance,Real Estate
PK,Park Hotels & Resorts Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
TDC,Teradata Corporation Common Stock,Technology,Computer Software: Prepackaged Software
DBD,Diebold Nixdorf Incorporated Common stock,Miscellaneous,Office Equipment/Supplies/Services
BXMT,Blackstone Mortgage Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
BTE,Baytex Energy Corp Common Shares,Energy,Oil & Gas Production
DHT,DHT Holdings Inc.,Consumer Discretionary,Marine Transportation
VERA,Vera Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
RNG,RingCentral Inc. Class A Common Stock,Technology,EDP Services
CXW,CoreCivic Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NTCT,NetScout Systems Inc. Common Stock,Technology,EDP Services
MGEE,MGE Energy Inc,Energy,Electric Utilities: Central
AKR,Acadia Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts
BWLP,BW LPG Limited Common Shares,Consumer Discretionary,Transportation Services
MMS,Maximus Inc. Common Stock,Consumer Discretionary,Business Services
TRN,Trinity Industries Inc. Common Stock,Industrials,Railroads
DK,Delek US Holdings Inc. Common Stock,Energy,Integrated oil Companies
BTU,Peabody Energy Corporation Common Stock,Energy,Coal Mining
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
AAUC,Allied Gold Corporation Common Shares,Others,Others
FA,First Advantage Corporation Common Stock,Technology,EDP Services
DBRG,DigitalBridge Group Inc.,Real Estate,Real Estate Investment Trusts
GPOR,Gulfport Energy Corporation Common Shares,Energy,Oil & Gas Production
FBK,FB Financial Corporation Common Stock,Finance,Major Banks
GRAL,GRAIL Inc. Common Stock,Health Care,Medical Specialities
CSAN,Cosan S.A. ADS,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
HTGC,Hercules Capital Inc. Common Stock,Finance,Investment Managers
ARX,Accelerant Holdings Class A Common Shares,Finance,Specialty Insurers
VISN,Vistance Networks Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
CWT,California Water Service Group Common Stock,Utilities,Water Supply
FSK,FS KKR Capital Corp. Common Stock,Finance,Investment Managers
BKV,BKV Corporation Common Stock,Energy,Oil & Gas Production
FTAIM,FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,Industrials,Misc Corporate Leasing Services
SBLK,Star Bulk Carriers Corp. Common Shares,Consumer Discretionary,Marine Transportation
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,Investment Managers
PENN,PENN Entertainment Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
DX,Dynex Capital Inc. Common Stock,Real Estate,Real Estate Investment Trusts
HNI,HNI Corporation Common Stock,Consumer Discretionary,Office Equipment/Supplies/Services
EXPO,Exponent Inc. Common Stock,Consumer Discretionary,Professional Services
AMBA,Ambarella Inc. Ordinary Shares,Technology,Semiconductors
WAFD,WaFd Inc. Common Stock,Finance,Major Banks
TRMD,TORM plc Class A Common Stock,Consumer Discretionary,Marine Transportation
BCC,Boise Cascade L.L.C. Common Stock,Consumer Discretionary,RETAIL: Building Materials
CARG,CarGurus Inc. Class A Common Stock,Technology,EDP Services
IVT,InvenTrust Properties Corp. Common Stock,Real Estate,Real Estate Investment Trusts
INFQ,Infleqtion Inc. Common Stock,Technology,EDP Services
CENT,Central Garden & Pet Company Common Stock,Consumer Discretionary,Consumer Specialties
KMT,Kennametal Inc. Common Stock,Industrials,Industrial Machinery/Components
UNIT,Uniti Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts
RGTIW,Rigetti Computing Inc. Warrants,Technology,EDP Services
DNN,Denison Mines Corp Ordinary Shares (Canada),Basic Materials,Other Metals and Minerals
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,Health Care,Medicinal Chemicals and Botanical Products
TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,Specialty Foods
TARS,Tarsus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSW,OneSpaWorld Holdings Limited Common Shares,Consumer Discretionary,Hotels/Resorts
IHS,IHS Holding Limited Ordinary Shares,Telecommunications,Telecommunications Equipment
PSNY,Polestar Automotive Holding UK PLC Class A ADS,Industrials,Auto Manufacturing
CXT,Crane NXT Co. Common Stock,Industrials,Metal Fabrications
ATS,ATS Corporation Common Shares,Industrials,Industrial Machinery/Components
QTWO,Q2 Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
WOR,Worthington Enterprises Inc. Common Shares,Industrials,Steel/Iron Ore
POWWP,Outdoor Holding Company 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,Industrials,Ordnance And Accessories
ERO,Ero Copper Corp. Common Shares,Basic Materials,Metal Mining
SA,Seabridge Gold Inc. Common Shares New,Basic Materials,Precious Metals
AGYS,Agilysys Inc. Common Stock (DE),Technology,EDP Services
FCPT,Four Corners Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
CVI,CVR Energy Inc. Common Stock,Energy,Integrated oil Companies
CLOV,Clover Health Investments Corp. Class A Common Stock,Health Care,Medical Specialities
PDFS,PDF Solutions Inc. Common Stock,Technology,Computer Software: Prepackaged Software
FRME,First Merchants Corporation Common Stock,Finance,Major Banks
CTOS,Custom Truck One Source Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
NESR,National Energy Services Reunited Corp Ordinary Shares,Energy,Oilfield Services/Equipment
RUM,RUM Group Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
KWR,Quaker Houghton Common Stock,Industrials,Major Chemicals
TRMK,Trustmark Corporation Common Stock,Finance,Major Banks
PARR,Par Pacific Holdings Inc.  Common Stock,Energy,Oil & Gas Production
SII,Sprott Inc. Common Shares,Finance,Finance: Consumer Services
SPNT,SiriusPoint Ltd. Common Shares,Finance,Property-Casualty Insurers
ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),Finance,Major Banks
ATKR,Atkore Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
NG,Novagold Resources Inc.,Basic Materials,Precious Metals
TOWN,TowneBank Common Stock,Finance,Major Banks
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,Industrials,Containers/Packaging
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,Others,Others
SOUN,SoundHound AI Inc Class A Common Stock,Technology,Computer Software: Prepackaged Software
CUBI,Customers Bancorp Inc Common Stock,Finance,Major Banks
TMDX,TransMedics Group Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HUBG,Hub Group Inc. Class A Common Stock,Industrials,Integrated Freight & Logistics
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,Energy,Natural Gas Distribution
HOG,Harley-Davidson Inc. Common Stock,Consumer Discretionary,Motor Vehicles
IRON,Disc Medicine Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
KLRA,Kailera Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CLDX,Celldex Therapeutics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
PAY,Paymentus Holdings Inc. Class A Common Stock,Consumer Discretionary,Business Services
AERO,Grupo Aeromexico S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares),Consumer Discretionary,Air Freight/Delivery Services
NMRK,Newmark Group Inc. Class A Common Stock,Finance,Real Estate
OUST,Ouster Inc. Common Stock,Industrials,Industrial Machinery/Components
BGSI,Boyd Group Services Inc. Common Shares,Others,Others
PPTA,Perpetua Resources Corp. Common Shares,Basic Materials,Precious Metals
WTTR,Select Water Solutions Inc. Class A common stock,Energy,Oilfield Services/Equipment
WT,WisdomTree Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
CCC,CCC Intelligent Solutions Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
HIMX,Himax Technologies Inc. American Depositary Shares,Technology,Semiconductors
ABM,ABM Industries Incorporated Common Stock,Consumer Discretionary,Diversified Commercial Services
STNE,StoneCo Ltd. Class A Common Shares,Technology,EDP Services
FRPT,Freshpet Inc. Common Stock,Consumer Staples,Packaged Foods
ESTA,Establishment Labs Holdings Inc. Common Shares,Health Care,Industrial Specialties
AYA,Aya Gold & Silver Inc. Common Shares,Basic Materials,Precious Metals
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,Finance,Investment Managers
SAH,Sonic Automotive Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,Technology,Computer Software: Prepackaged Software
EROK,EagleRock Land LLC Class A shares representing limited liability company interests,Energy,Oil & Gas Production
